Session ID,Timestamp,Function Name,Execution Time (s),CPU Usage (%),Memory Usage (MB),Arguments
sid_2025-02-27_11-58-42,2025-02-28 09:09:23,generate_random_polygons,23.169928312301636,24.300000000000004,128.625,"{""args"": [], ""kwargs"": {""n"": 10000, ""us_boundary"": ""                                            geometry STATEFP COUNTYFP  \\\n0  POLYGON ((-122.52940 38.49550, -122.53526 38.5...      31      039   \n\n   COUNTYNS  GEOID         GEOIDFQ    NAME       NAMELSAD LSAD CLASSFP  MTFCC  \\\n0  00835841  31039  0500000US31039  Cuming  Cuming County   06      H1  G4020   \n\n  CSAFP CBSAFP METDIVFP FUNCSTAT       ALAND    AWATER     INTPTLAT  \\\n0   339  30700    11694        A  1477563042  10772508  +41.9158651   \n\n       INTPTLON area_fips  \n0  -096.7885168     31039  "", ""admin_boundaries"": ""      shapeName shapeISO                  shapeID shapeGroup shapeType  \\\n0      Highland           52423323B51867153498623        USA      ADM2   \n1        Alpine           52423323B67588574079428        USA      ADM2   \n2      Escambia           52423323B97123089850170        USA      ADM2   \n3      Lawrence           52423323B54167037237770        USA      ADM2   \n4         Wayne           52423323B18579387327768        USA      ADM2   \n...         ...      ...                      ...        ...       ...   \n3103   Franklin           52423323B56600660833819        USA      ADM2   \n3104    Alachua           52423323B74647916820461        USA      ADM2   \n3105   Jim Hogg           52423323B38410477009705        USA      ADM2   \n3106  Jefferson           52423323B41402843963170        USA      ADM2   \n3107    Webster            52423323B7808081062889        USA      ADM2   \n\n     STATEFP COUNTYFP  COUNTYNS  GEOID         GEOIDFQ  ... CSAFP CBSAFP  \\\n0         31      039  00835841  31039  0500000US31039  ...   339  30700   \n1         31      039  00835841  31039  0500000US31039  ...   339  30700   \n2         31      039  00835841  31039  0500000US31039  ...   339  30700   \n3         31      039  00835841  31039  0500000US31039  ...   339  30700   \n4         31      039  00835841  31039  0500000US31039  ...   339  30700   \n...      ...      ...       ...    ...             ...  ...   ...    ...   \n3103      31      039  00835841  31039  0500000US31039  ...   339  30700   \n3104      31      039  00835841  31039  0500000US31039  ...   339  30700   \n3105      31      039  00835841  31039  0500000US31039  ...   339  30700   \n3106      31      039  00835841  31039  0500000US31039  ...   339  30700   \n3107      31      039  00835841  31039  0500000US31039  ...   339  30700   \n\n     METDIVFP FUNCSTAT       ALAND    AWATER     INTPTLAT      INTPTLON  \\\n0       11694        A  1477563042  10772508  +41.9158651  -096.7885168   \n1       11694        A  1477563042  10772508  +41.9158651  -096.7885168   \n2       11694        A  1477563042  10772508  +41.9158651  -096.7885168   \n3       11694        A  1477563042  10772508  +41.9158651  -096.7885168   \n4       11694        A  1477563042  10772508  +41.9158651  -096.7885168   \n...       ...      ...         ...       ...          ...           ...   \n3103    11694        A  1477563042  10772508  +41.9158651  -096.7885168   \n3104    11694        A  1477563042  10772508  +41.9158651  -096.7885168   \n3105    11694        A  1477563042  10772508  +41.9158651  -096.7885168   \n3106    11694        A  1477563042  10772508  +41.9158651  -096.7885168   \n3107    11694        A  1477563042  10772508  +41.9158651  -096.7885168   \n\n     area_fips                                           geometry  \n0        31039  POLYGON ((-83.83441 39.24572, -83.83587 39.223...  \n1        31039  POLYGON ((-120.07240 38.70277, -119.96496 38.7...  \n2        31039  POLYGON ((-87.57130 30.99784, -87.54856 30.997...  \n3        31039  POLYGON ((-87.75960 38.84952, -87.68415 38.852...  \n4        31039  POLYGON ((-88.91046 31.82665, -88.80918 31.832...  \n...        ...                                                ...  \n3103     31039  POLYGON ((-77.67802 40.28260, -77.67176 40.289...  \n3104     31039  POLYGON ((-82.65150 29.82559, -82.63474 29.833...  \n3105     31039  POLYGON ((-98.95468 27.26940, -98.79809 27.268...  \n3106     31039  POLYGON ((-90.68455 38.08632, -90.68141 38.102...  \n3107     31039  POLYGON ((-84.65582 31.92031, -84.65502 31.961...  \n\n[3108 rows x 25 columns]""}}"
