Session ID,Timestamp,Function Name,Execution Time (s),CPU Usage (%),Memory Usage (MB),Arguments
sid_2025-02-26_21-46-01,2025-02-26 21:46:01,generate_random_polygons,0.14703822135925293,24.7,111.75,"{""args"": [], ""kwargs"": {""n"": 10000}}"
sid_2025-02-26_21-46-01,2025-02-26 21:46:02,generate_random_polygons,0.12819695472717285,44.1,11.234375,"{""args"": [], ""kwargs"": {""n"": 10000}}"
sid_2025-02-26_21-46-01,2025-02-26 21:46:02,convert_col_to_string,0.11395001411437988,38.49999999999999,4.765625,"{""args"": [""                                               geometry  \\\n0     POLYGON ((-0.78307 42.29427, -0.78307 44.14595...   \n1     POLYGON ((137.01303 -32.63087, 137.01303 -30.9...   \n2     POLYGON ((45.42324 50.41205, 45.42324 52.00817...   \n3     POLYGON ((54.13246 11.84933, 54.13246 13.74629...   \n4     POLYGON ((-144.09783 -81.56426, -144.09783 -80...   \n...                                                 ...   \n9995  POLYGON ((56.94844 87.39291, 56.94844 88.98061...   \n9996  POLYGON ((-160.73258 -89.96990, -160.73258 -88...   \n9997  POLYGON ((42.83982 29.45231, 42.83982 30.88826...   \n9998  POLYGON ((13.55569 -73.74557, 13.55569 -72.164...   \n9999  POLYGON ((-90.21341 21.27792, -90.21341 23.143...   \n\n                                        id  \n0     1a788dc2-6837-4546-a5a9-ec781d3d83ad  \n1     b3358168-4192-4639-b846-66aa1be19877  \n2     1d2f3462-a413-4f05-a3ed-df9a2e75d6e1  \n3     a4984222-e317-4985-b1c4-a6514270b4a2  \n4     f1738043-e5f8-4990-933d-0cc7acaa158e  \n...                                    ...  \n9995  27c716eb-5721-4e64-9f4e-b9684864e0a6  \n9996  150f0bed-eadf-42c6-96ff-43b9368c5efd  \n9997  fb046390-0efb-4f2e-a06a-deeda3630262  \n9998  4820d8a1-2740-48b7-a8b8-475366b697f2  \n9999  85f6fe4a-d53a-42f3-81f1-f8e039601e87  \n\n[10000 rows x 2 columns]""], ""kwargs"": {}}"
sid_2025-02-26_21-46-01,2025-02-26 21:46:02,convert_col_to_string,0.047518014907836914,27.8,0.0,"{""args"": [""                                               geometry  \\\n0     POLYGON ((71.91776 -86.83439, 71.91776 -85.573...   \n1     POLYGON ((64.20051 -15.49986, 64.20051 -13.766...   \n2     POLYGON ((73.63258 14.40666, 73.63258 15.84254...   \n3     POLYGON ((148.00510 -79.74291, 148.00510 -78.4...   \n4     POLYGON ((-124.03007 -57.75260, -124.03007 -56...   \n...                                                 ...   \n9995  POLYGON ((113.28252 19.97773, 113.28252 21.399...   \n9996  POLYGON ((70.17289 -79.24034, 70.17289 -77.651...   \n9997  POLYGON ((5.68227 82.89804, 5.68227 84.20578, ...   \n9998  POLYGON ((-56.97027 -6.56527, -56.97027 -5.488...   \n9999  POLYGON ((-121.16478 -84.84338, -121.16478 -83...   \n\n                                        id  \n0     680be060-364d-4dfd-a581-c45bd8325c66  \n1     5794cbf5-ef19-4f49-a2a9-8164050b48ca  \n2     2790cab7-70f6-43ea-893a-38676462f0ab  \n3     a1247a29-06e9-478e-a9e6-9cc1dcdafa9e  \n4     6c35446e-f05f-495a-b6be-ac16bac97906  \n...                                    ...  \n9995  e7f512a7-f4b2-486b-a85a-590783fa2758  \n9996  5353b507-c5ab-44f2-bdc1-33e6d919c71f  \n9997  c5fe08f1-ac1e-4b05-bb18-40fed38bc6c8  \n9998  ec9cfefd-9225-4d80-8cee-f66a0711bae9  \n9999  07771c2b-0048-46b0-b7a0-e12cd4fb86ac  \n\n[10000 rows x 2 columns]""], ""kwargs"": {}}"
sid_2025-02-26_21-46-01,2025-02-26 21:46:02,df_itertuple,0.0018351078033447266,0.0,0.0,"{""args"": [""                                               geometry  \\\n0     POLYGON ((-0.783068 42.294274, -0.783068 44.14...   \n1     POLYGON ((137.013027 -32.630869, 137.013027 -3...   \n2     POLYGON ((45.423238 50.412046, 45.423238 52.00...   \n3     POLYGON ((54.132456 11.84933, 54.132456 13.746...   \n4     POLYGON ((-144.097828 -81.564258, -144.097828 ...   \n...                                                 ...   \n9995  POLYGON ((56.94844 87.392911, 56.94844 88.9806...   \n9996  POLYGON ((-160.732582 -89.969902, -160.732582 ...   \n9997  POLYGON ((42.839823 29.452306, 42.839823 30.88...   \n9998  POLYGON ((13.555686 -73.745573, 13.555686 -72....   \n9999  POLYGON ((-90.213413 21.277923, -90.213413 23....   \n\n                                        id  \n0     1a788dc2-6837-4546-a5a9-ec781d3d83ad  \n1     b3358168-4192-4639-b846-66aa1be19877  \n2     1d2f3462-a413-4f05-a3ed-df9a2e75d6e1  \n3     a4984222-e317-4985-b1c4-a6514270b4a2  \n4     f1738043-e5f8-4990-933d-0cc7acaa158e  \n...                                    ...  \n9995  27c716eb-5721-4e64-9f4e-b9684864e0a6  \n9996  150f0bed-eadf-42c6-96ff-43b9368c5efd  \n9997  fb046390-0efb-4f2e-a06a-deeda3630262  \n9998  4820d8a1-2740-48b7-a8b8-475366b697f2  \n9999  85f6fe4a-d53a-42f3-81f1-f8e039601e87  \n\n[10000 rows x 2 columns]""], ""kwargs"": {}}"
sid_2025-02-26_21-46-01,2025-02-26 21:46:02,df_itertuple,0.0012018680572509766,0.0,0.0,"{""args"": [""                                               geometry  \\\n0     POLYGON ((71.917761 -86.834393, 71.917761 -85....   \n1     POLYGON ((64.20051 -15.499856, 64.20051 -13.76...   \n2     POLYGON ((73.63258 14.406656, 73.63258 15.8425...   \n3     POLYGON ((148.005103 -79.74291, 148.005103 -78...   \n4     POLYGON ((-124.030075 -57.752603, -124.030075 ...   \n...                                                 ...   \n9995  POLYGON ((113.282523 19.977732, 113.282523 21....   \n9996  POLYGON ((70.172894 -79.240345, 70.172894 -77....   \n9997  POLYGON ((5.682265 82.898043, 5.682265 84.2057...   \n9998  POLYGON ((-56.970272 -6.565267, -56.970272 -5....   \n9999  POLYGON ((-121.164777 -84.843385, -121.164777 ...   \n\n                                        id  \n0     680be060-364d-4dfd-a581-c45bd8325c66  \n1     5794cbf5-ef19-4f49-a2a9-8164050b48ca  \n2     2790cab7-70f6-43ea-893a-38676462f0ab  \n3     a1247a29-06e9-478e-a9e6-9cc1dcdafa9e  \n4     6c35446e-f05f-495a-b6be-ac16bac97906  \n...                                    ...  \n9995  e7f512a7-f4b2-486b-a85a-590783fa2758  \n9996  5353b507-c5ab-44f2-bdc1-33e6d919c71f  \n9997  c5fe08f1-ac1e-4b05-bb18-40fed38bc6c8  \n9998  ec9cfefd-9225-4d80-8cee-f66a0711bae9  \n9999  07771c2b-0048-46b0-b7a0-e12cd4fb86ac  \n\n[10000 rows x 2 columns]""], ""kwargs"": {}}"
sid_2025-02-26_21-46-01,2025-02-26 21:46:02,create_pg_db,0.042285919189453125,0.0,0.0,"{""args"": [], ""kwargs"": {}}"
