Timestamp,Function Name,Execution Time (s),CPU Usage (%),Memory Usage (MB),Arguments
2025-02-28 09:47:01,retrieve_pg_table,0.07741999626159668,14.299999999999997,0.71875,"{""args"": [], ""kwargs"": {""table_name"": ""prev_blobs_wkt""}}"
2025-02-28 09:47:02,retrieve_pg_table,0.07178211212158203,22.6,0.46875,"{""args"": [], ""kwargs"": {""table_name"": ""curr_blobs_wkt""}}"
2025-02-28 09:47:17,match_geometries,0.012045860290527344,3.5,1.09375,"{""args"": [""                                               geometry  ... geohash\n1400  POLYGON ((-91.962176 31.555266, -91.942627 31....  ...  9vweg9\n1401  POLYGON ((-90.843613 31.624964, -90.809977 31....  ...  9vxkj0\n1402  POLYGON ((-91.430444 31.724385, -91.405543 31....  ...  9vwux9\n1403  POLYGON ((-91.946688 31.727088, -91.864861 31....  ...  9vwsse\n1404  POLYGON ((-91.885777 31.822228, -91.814067 31....  ...  9vwtju\n...                                                 ...  ...     ...\n1495  POLYGON ((-94.437845 33.399852, -94.341132 33....  ...  9vuyhj\n1496  POLYGON ((-93.877266 33.490467, -93.782795 33....  ...  9vvq8u\n1497  POLYGON ((-93.659358 33.544802, -93.575161 33....  ...  9vvqvt\n1498  POLYGON ((-93.984468 33.67205, -93.895503 33.6...  ...  9vvpwr\n1499  POLYGON ((-94.0294 33.697816, -93.943987 33.69...  ...  9vvpv2\n\n[100 rows x 3 columns]"", ""                                               geometry  ... geohash\n1344  POLYGON ((-93.376408 33.223222, -93.341798 33....  ...  9vvt5d\n\n[1 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:47:23,match_geometries,0.012326955795288086,10.199999999999996,1.90625,"{""args"": [""                                               geometry  ... geohash\n1900  POLYGON ((-92.115805 35.458049, -92.08561 35.4...  ...  9yq9b4\n1901  POLYGON ((-93.204558 35.466104, -93.110626 35....  ...  9ymcb5\n1902  POLYGON ((-92.655904 35.473451, -92.581135 35....  ...  9yq1u7\n1903  POLYGON ((-92.628523 35.465776, -92.543265 35....  ...  9yq1vh\n1904  POLYGON ((-92.40686 35.461993, -92.339029 35.4...  ...  9yq3fn\n...                                                 ...  ...     ...\n1995  POLYGON ((-93.66839 37.548877, -93.582816 37.5...  ...  9ytmv7\n1996  POLYGON ((-93.827785 37.588235, -93.803922 37....  ...  9ytq14\n1997  POLYGON ((-93.830796 37.615582, -93.791684 37....  ...  9ytq1m\n1998  POLYGON ((-94.134492 37.686807, -94.101284 37....  ...  9ytn6r\n1999  POLYGON ((-93.855246 37.740027, -93.765289 37....  ...  9ytqcm\n\n[100 rows x 3 columns]"", ""                                               geometry  ... geohash\n1933  POLYGON ((-91.396372 36.575604, -91.313905 36....  ...  9yx034\n\n[1 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:47:27,match_geometries,0.012689828872680664,17.9,0.265625,"{""args"": [""                                               geometry  ... geohash\n2000  POLYGON ((-82.133681 36.050412, -82.110796 36....  ...  dnmt76\n2001  POLYGON ((-82.050054 36.089482, -82.004229 36....  ...  dnmtm6\n2002  POLYGON ((-81.782679 36.164152, -81.734373 36....  ...  dnmvge\n2003  POLYGON ((-82.684999 36.176766, -82.614793 36....  ...  dnmjz7\n2004  POLYGON ((-83.07609 36.211575, -83.024639 36.2...  ...  dnkynj\n...                                                 ...  ...     ...\n2095  POLYGON ((-84.215764 37.918803, -84.117907 37....  ...  dnspus\n2096  POLYGON ((-83.54846 37.943103, -83.497118 37.9...  ...  dnsxgk\n2097  POLYGON ((-85.007373 37.973808, -84.940873 37....  ...  dng846\n2098  POLYGON ((-84.650637 37.999421, -84.64004 37.9...  ...  dngb3y\n2099  POLYGON ((-84.859132 38.034859, -84.76578 38.0...  ...  dng8qp\n\n[100 rows x 3 columns]"", ""                                              geometry  ... geohash\n843  POLYGON ((-85.388745 36.493241, -85.346649 36....  ...  dn7rc7\n\n[1 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:47:42,match_geometries,0.01903676986694336,3.700000000000003,4.65625,"{""args"": [""                                               geometry  ... geohash\n3401  POLYGON ((-95.821068 40.370619, -95.751943 40....  ...  9z5vu3\n3402  POLYGON ((-95.176785 40.522467, -95.080941 40....  ...  9zhqeq\n3403  POLYGON ((-96.53234 40.175995, -96.476482 40.1...  ...  9z5keg\n3404  POLYGON ((-96.890954 40.208251, -96.831356 40....  ...  9z5hgg\n3405  POLYGON ((-96.508695 40.275012, -96.486697 40....  ...  9z5mhj\n...                                                 ...  ...     ...\n3496  POLYGON ((-97.357294 41.1657, -97.340759 41.16...  ...  9z6f0z\n3497  POLYGON ((-97.699166 41.134832, -97.621503 41....  ...  9z6d38\n3498  POLYGON ((-97.954346 41.180935, -97.859372 41....  ...  9z66kh\n3499  POLYGON ((-97.812644 41.352574, -97.77477 41.3...  ...  9z67q9\n3500  POLYGON ((-97.391486 41.438348, -97.295781 41....  ...  9z6gbg\n\n[100 rows x 3 columns]"", ""                                               geometry  ... geohash\n3439  POLYGON ((-93.903089 40.95227, -93.866923 40.9...  ...  9zm1pd\n\n[1 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:47:43,match_geometries,0.022240161895751953,17.599999999999994,1.015625,"{""args"": [""                                               geometry  ... geohash\n3501  POLYGON ((-98.065377 41.526143, -97.969098 41....  ...  9z6k3e\n3502  POLYGON ((-97.892499 41.761621, -97.861949 41....  ...  9z6msw\n3503  POLYGON ((-100.151736 41.277169, -100.13433 41...  ...  9z2g10\n3504  POLYGON ((-99.830357 41.348516, -99.773771 41....  ...  9z352y\n3505  POLYGON ((-99.590147 41.510958, -99.552469 41....  ...  9z3hq0\n...                                                 ...  ...     ...\n3596  POLYGON ((-88.564841 41.382461, -88.496725 41....  ...  dp3593\n3597  POLYGON ((-88.411749 41.509737, -88.364862 41....  ...  dp3hke\n3598  POLYGON ((-89.184119 41.612022, -89.086556 41....  ...  dp2sg9\n3599  POLYGON ((-88.079438 41.694466, -88.052213 41....  ...  dp3mk5\n3600  POLYGON ((-88.316164 41.807401, -88.286753 41....  ...  dp3jys\n\n[100 rows x 3 columns]"", ""                                               geometry  ... geohash\n3574  POLYGON ((-98.66482 42.626995, -98.628443 42.6...  ...  9z9fe4\n3889  POLYGON ((-100.24164 42.732422, -100.203742 42...  ...  9z8epk\n\n[2 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:47:51,match_geometries,0.012034893035888672,2.3999999999999986,0.328125,"{""args"": [""                                               geometry  ... geohash\n4002  POLYGON ((-77.370807 42.345024, -77.321777 42....  ...  dr8cpc\n4003  POLYGON ((-75.92615 42.351834, -75.883517 42.3...  ...  drd0bx\n4004  POLYGON ((-73.674383 42.3608, -73.616992 42.36...  ...  dre9hj\n4005  POLYGON ((-72.465151 42.366556, -72.368704 42....  ...  drs90j\n4006  POLYGON ((-72.720318 42.403536, -72.646716 42....  ...  drs36h\n...                                                 ...  ...     ...\n4097  POLYGON ((-85.90935 43.21747, -85.882647 43.21...  ...  dpdyj6\n4098  POLYGON ((-85.297604 43.21852, -85.263403 43.2...  ...  dpeq57\n4099  POLYGON ((-85.279018 43.285295, -85.234701 43....  ...  dpeq7c\n4100  POLYGON ((-85.799327 43.438683, -85.709498 43....  ...  dpep0w\n4101  POLYGON ((-85.514653 43.435778, -85.453007 43....  ...  dpepnz\n\n[100 rows x 3 columns]"", ""                                               geometry  ... geohash\n2968  POLYGON ((-71.980251 42.881904, -71.964367 42....  ...  drsgfp\n\n[1 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:48:10,match_geometries,0.019949913024902344,9.400000000000006,3.109375,"{""args"": [""                                               geometry  ... geohash\n5602  POLYGON ((-98.034408 36.334711, -97.977811 36....  ...  9y6qcy\n5603  POLYGON ((-97.78677 36.391841, -97.696703 36.3...  ...  9y6rpz\n5604  POLYGON ((-97.560899 36.430135, -97.470848 36....  ...  9y6xku\n5605  POLYGON ((-97.869029 36.56089, -97.800737 36.5...  ...  9yd2jd\n5606  POLYGON ((-97.517032 36.670794, -97.471029 36....  ...  9yd8tq\n...                                                 ...  ...     ...\n5697  POLYGON ((-106.515009 36.620519, -106.415017 3...  ...  9ws237\n5698  POLYGON ((-106.505003 36.612624, -106.487864 3...  ...  9ws289\n5699  POLYGON ((-106.365466 36.635356, -106.352449 3...  ...  9ws2es\n5700  POLYGON ((-106.35908 36.677294, -106.302142 36...  ...  9ws2u3\n5701  POLYGON ((-106.46743 36.699732, -106.454973 36...  ...  9ws312\n\n[100 rows x 3 columns]"", ""                                               geometry  ... geohash\n5781  POLYGON ((-100.178363 36.67171, -100.102162 36...  ...  9y8b9r\n\n[1 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:48:25,match_geometries,0.012980937957763672,10.799999999999997,1.953125,"{""args"": [""                                               geometry  ... geohash\n7004  POLYGON ((-121.213155 39.874066, -121.176026 3...  ...  9r1g44\n7005  POLYGON ((-122.378621 39.877587, -122.28124 39...  ...  9r1507\n7006  POLYGON ((-122.443771 40.009041, -122.399279 4...  ...  9r0gy0\n7007  POLYGON ((-121.946752 40.01859, -121.849599 40...  ...  9r17f4\n7008  POLYGON ((-121.588489 40.037531, -121.518149 4...  ...  9r1ecu\n...                                                 ...  ...     ...\n7099  POLYGON ((-110.16198 40.221533, -110.06362 40....  ...  9x1sy7\n7100  POLYGON ((-110.188948 40.290973, -110.116872 4...  ...  9x1tmk\n7101  POLYGON ((-110.320624 40.310059, -110.305092 4...  ...  9x1t3v\n7102  POLYGON ((-111.290674 40.356381, -111.267373 4...  ...  9x0vgb\n7103  POLYGON ((-110.228208 40.366936, -110.131673 4...  ...  9x1tuc\n\n[100 rows x 3 columns]"", ""                                               geometry  ... geohash\n8014  POLYGON ((-119.491327 40.22473, -119.422518 40...  ...  9r5hcw\n\n[1 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:48:43,match_geometries,0.014781951904296875,6.900000000000006,0.921875,"{""args"": [""                                               geometry  ... geohash\n8404  POLYGON ((-104.105333 41.123589, -104.079883 4...  ...  9xmfpm\n8405  POLYGON ((-103.630595 41.180605, -103.608945 4...  ...  9xq66n\n8406  POLYGON ((-103.858015 41.214347, -103.787783 4...  ...  9xq4t6\n8407  POLYGON ((-103.392946 41.206053, -103.362806 4...  ...  9xq6xt\n8408  POLYGON ((-103.66664 41.330467, -103.612966 41...  ...  9xq739\n...                                                 ...  ...     ...\n8499  POLYGON ((-109.236405 41.474994, -109.138693 4...  ...  9x6k57\n8500  POLYGON ((-109.144854 41.56271, -109.0748 41.5...  ...  9x6kth\n8501  POLYGON ((-109.277901 41.593512, -109.205003 4...  ...  9x6kf5\n8502  POLYGON ((-109.018527 41.620449, -108.992949 4...  ...  9x6kzt\n8503  POLYGON ((-109.129986 41.674065, -109.067026 4...  ...  9x6mjr\n\n[100 rows x 3 columns]"", ""                                               geometry  ... geohash\n7317  POLYGON ((-107.919874 40.588093, -107.883105 4...  ...  9x5r0e\n\n[1 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:48:46,match_geometries,0.014618158340454102,4.600000000000001,0.984375,"{""args"": [""                                               geometry  ... geohash\n8904  POLYGON ((-106.715634 46.244165, -106.681233 4...  ...  c8hphp\n8905  POLYGON ((-106.420356 46.268092, -106.396297 4...  ...  c8hr6d\n8906  POLYGON ((-105.881628 46.37704, -105.831299 46...  ...  c8hxzj\n8907  POLYGON ((-106.962936 46.393388, -106.889936 4...  ...  c85zyz\n8908  POLYGON ((-106.348483 46.420616, -106.316042 4...  ...  c8k2hk\n...                                                 ...  ...     ...\n8999  POLYGON ((-122.286156 44.801857, -122.260595 4...  ...  9rcp1d\n9000  POLYGON ((-121.418054 44.87588, -121.407371 44...  ...  9rcxm4\n9001  POLYGON ((-121.986669 44.887055, -121.908033 4...  ...  9rcr91\n9002  POLYGON ((-122.169731 44.916323, -122.154093 4...  ...  9rcpsh\n9003  POLYGON ((-122.207504 44.91479, -122.151682 44...  ...  9rcpew\n\n[100 rows x 3 columns]"", ""                                               geometry  ... geohash\n9495  POLYGON ((-120.817275 44.845081, -120.807256 4...  ...  9rfp4v\n\n[1 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:48:55,match_geometries,0.02445387840270996,6.0,2.09375,"{""args"": [""                                               geometry  ... geohash\n9704  POLYGON ((-100.710442 46.630781, -100.694185 4...  ...  cb23s3\n9705  POLYGON ((-100.782452 46.789964, -100.73597 46...  ...  cb2670\n9706  POLYGON ((-101.212244 46.780034, -101.122936 4...  ...  cb243c\n9707  POLYGON ((-100.789476 46.766393, -100.724267 4...  ...  cb2671\n9708  POLYGON ((-101.446168 46.836839, -101.365858 4...  ...  c8rfsq\n...                                                 ...  ...     ...\n9799  POLYGON ((-108.916612 46.94545, -108.851884 46...  ...  c86e47\n9800  POLYGON ((-109.655255 47.052309, -109.596757 4...  ...  c865ck\n9801  POLYGON ((-109.064538 47.082008, -109.02554 47...  ...  c867yw\n9802  POLYGON ((-108.740755 47.187747, -108.659515 4...  ...  c86sw7\n9803  POLYGON ((-110.220456 46.794464, -110.181859 4...  ...  c83dkr\n\n[100 rows x 3 columns]"", ""                                               geometry  ... geohash\n9313  POLYGON ((-100.957401 47.660613, -100.866221 4...  ...  cb2prs\n\n[1 rows x 3 columns]""], ""kwargs"": {}}"
2025-02-28 09:48:58,run_parallel_matching,115.82881188392639,38.0,435.84375,"{""args"": [], ""kwargs"": {""table_prev"": ""prev_blobs_wkt"", ""table_curr"": ""curr_blobs_wkt"", ""output_table"": ""matched_results"", ""postgresql_details"": {""dbname"": ""blob_matching"", ""user"": ""postgres"", ""password"": ""rootroot"", ""host"": ""localhost"", ""port"": ""5432""}, ""db_name"": ""blob_matching"", ""num_workers"": 4, ""batch_size"": 100}}"
2025-02-28 12:46:12,generate_random_polygons,86.19414281845093,7.700000000000003,450.296875,"{""args"": [], ""kwargs"": {""n"": 100000}}"
2025-02-28 12:47:32,generate_random_polygons,80.18594193458557,12.0,114.296875,"{""args"": [], ""kwargs"": {""n"": 100000}}"
