Session ID,Timestamp,Function Name,Execution Time (s),CPU Usage (%),Memory Usage (MB),Arguments
sid_2025-02-26_16-11-36,2025-02-26 16:11:40,generate_random_polygons,0.1738901138305664,11.799999999999997,16.6875,"{""args"": [], ""kwargs"": {""n"": 10000}}"
sid_2025-02-26_16-11-36,2025-02-26 16:11:40,generate_random_polygons,0.20120596885681152,61.0,4.9375,"{""args"": [], ""kwargs"": {""n"": 10000}}"
